Country Name,ISO,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Males,Females,Latitude,Longitude,Basic water access,Basic sanitation,GDP (Millions),Continent Code,Continent Name
Denmark,DNK,7.9550,8.0118,8.0224,7.9347,7.7209,7.3821,6.9511,6.4871,6.0559,5.6876,5.3912,5.1609,4.9880,4.8698,4.7926,4.7320,4.6695,4.5860,4.4751,4.3324,4.1664,3.9930,3.8241,3.6723,3.5513,3.4733,3.4430,3.4467,3.4694,3.4912,3.4948,3.4709,3.4180,3.3377,3.2407,3.6741,2.7858,56.26392,9.501785,100,100,355184.0248,EU,Europe
Djibouti,DJI,102.5962,99.9838,97.6110,95.4355,93.4957,91.6651,90.1551,88.8089,87.7037,86.8165,85.9252,84.9735,83.9062,82.8092,81.4795,79.9757,78.3801,76.6690,74.8756,73.0831,71.2682,69.4613,67.6457,65.8771,64.1337,62.4099,60.7096,59.0089,57.4256,55.8802,54.2520,52.7189,51.2586,49.7953,48.4168,52.6276,43.9612,11.825138,42.590275,76.04992021,66.72263564,3384.40426,AF,Africa
Dominica,DMA,14.4499,14.0129,13.6437,13.3496,13.1134,12.9397,12.8222,12.7632,12.7529,12.7953,12.8848,13.0245,13.2114,13.4545,13.7486,14.0968,14.5040,14.9695,15.4999,16.0988,16.7628,17.4969,18.3078,19.2006,20.1723,21.2298,22.3552,23.5498,24.7872,26.0514,27.2741,28.4272,29.4466,30.3011,30.9365,33.2772,28.491,15.414999,-61.370976,95,80.366,469.8703704,NA,North america
Dominican Republic,DOM,54.4211,52.7622,51.1243,49.5246,47.9382,46.3445,44.7621,43.1729,41.6377,40.1228,38.6465,37.2713,36.0157,34.8473,33.8226,32.9260,32.1390,31.4644,30.8675,30.3375,29.8954,29.4915,29.1266,28.7781,28.4625,28.1506,27.8449,27.5205,27.0843,26.5894,25.9958,25.3884,24.7539,24.1206,23.4518,25.635,21.1511,18.735693,-70.162651,96.68681192,87.17818151,78844.70233,NA,North america
Ecuador,ECU,52.4492,50.0069,47.8185,45.7870,43.8604,41.9966,40.1793,38.3279,36.4323,34.5034,32.5764,30.6818,28.8744,27.1473,25.5708,24.1588,22.9370,21.8740,20.9301,20.1169,19.3381,18.5863,17.8412,17.1023,16.3716,15.6629,14.9956,14.3856,13.8284,13.3636,12.9931,12.6993,12.4764,12.2726,12.0379,13.4567,10.535,-1.831239,-78.183406,95.35976356,91.52492213,98808.01,SA,South america
Egypt,EGY,83.7730,78.0577,73.1670,69.0066,65.6366,62.7465,60.1097,57.5123,54.8668,52.1477,49.3784,46.6336,44.0011,41.5165,39.2346,37.1507,35.2437,33.5350,32.0090,30.6258,29.3872,28.2419,27.1376,26.0671,25.0543,24.0782,23.1196,22.2156,21.3512,20.5808,19.8607,19.2016,18.5284,17.9385,17.3254,18.5046,16.0715,26.820553,30.802498,100,97.32547363,363069.2452,AF,Africa
El Salvador,SLV,59.1419,56.1239,53.3456,50.7640,48.3716,46.0577,43.8565,41.7197,39.6547,37.6268,35.6471,33.7224,31.8941,30.1718,28.5957,27.1066,25.7496,24.4560,23.2382,22.0940,20.9893,19.9698,19.0085,18.0841,17.2329,16.4087,15.6496,14.9529,14.3217,13.7060,13.1650,12.6846,12.2476,11.8129,11.4369,12.5885,10.2321,13.794185,-88.89653,97.94657541,82.44975254,24638.72,NA,North america
Equatorial Guinea,GNQ,126.2965,124.5881,123.2774,122.1641,121.2643,120.4155,119.6719,118.9039,118.1195,117.4038,116.5214,115.4330,114.0186,112.1375,109.9567,107.4285,104.8468,102.0834,99.3975,96.5036,93.6585,90.7905,87.7563,84.8559,82.0020,79.3759,76.9866,74.6727,72.3920,70.2989,68.1409,66.1328,64.1341,62.2078,60.4125,66.027,54.6923,1.650801,10.267895,64.666,66.313,10021.85675,AF,Africa
Eritrea,ERI,107.0101,104.9975,102.7457,100.1848,97.1595,93.7143,89.8898,85.7593,81.3471,76.9189,72.6164,68.5733,64.9115,61.6892,58.7972,56.2144,53.8622,51.7134,49.7100,47.8474,46.1374,44.5446,43.0379,41.6068,40.3213,39.1466,37.9636,36.8869,35.8499,34.8908,33.9851,33.0784,32.1665,31.3227,30.4711,34.7174,25.9637,15.179384,39.782334,19.3,11.94,2065.001626,AF,Africa
Estonia,EST,15.0512,14.7356,14.4783,14.2649,14.0951,13.9762,13.8558,13.6780,13.3967,12.9638,12.3708,11.6600,10.9044,10.1405,9.3870,8.6609,7.9625,7.3028,6.6891,6.1242,5.6041,5.1219,4.6811,4.2800,3.9177,3.5963,3.3110,3.0612,2.8391,2.6408,2.4604,2.2938,2.1381,1.9965,1.8696,2.045,1.682,58.595272,25.013607,100,100,31029.96859,EU,Europe
Eswatini,SWZ,62.8425,59.7275,56.9392,54.4767,52.5735,51.3110,51.0574,51.8214,53.4869,55.5306,57.6678,59.6650,61.6236,63.5337,65.4267,67.1362,68.2566,68.8846,69.2813,68.8118,68.2327,61.0308,61.1071,61.9868,58.1272,55.2413,54.0595,52.8903,51.9389,52.0884,45.8531,44.0480,44.7729,40.7214,38.5668,42.5678,34.3584,-26.522503,31.465866,70.75307095,64.29217458,3962.493093,AF,Africa
Ethiopia,ETH,130.3071,128.0504,125.8810,123.6720,121.4473,119.0540,116.4480,113.6023,110.4432,106.9448,103.4284,99.9900,96.6067,93.3541,90.1608,86.9629,83.6206,80.1822,76.6313,73.0348,69.4768,66.0760,62.8413,59.7931,56.9438,54.3013,51.8511,49.4539,47.1982,45.1228,43.1433,41.2419,39.4916,37.9285,36.5490,41.4548,31.3916,9.145,40.489673,49.61557274,8.910277929,107645.0543,AF,Africa
Fiji,FJI,28.8119,27.7927,26.8449,25.9329,25.0501,24.1730,23.3487,22.5998,21.9437,21.3670,20.9019,20.5127,20.1675,19.8507,19.5612,19.2981,19.1199,19.0391,19.0830,19.2619,19.5311,19.8008,20.0056,20.1251,20.1350,20.0742,20.0149,20.0197,20.1027,20.2980,20.5786,20.9233,21.2778,21.5734,21.6770,23.5566,19.6749,-16.578193,179.414413,94.30106524,100,4376.014756,OC,Oceania
Finland,FIN,6.0409,5.9853,5.9334,5.8561,5.7304,5.5474,5.3087,5.0342,4.7514,4.4871,4.2509,4.0520,3.8864,3.7455,3.6207,3.5134,3.4209,3.3363,3.2549,3.1709,3.0744,2.9634,2.8403,2.7125,2.5861,2.4652,2.3505,2.2474,2.1594,2.0882,2.0335,1.9950,1.9724,1.9573,1.9456,2.1157,1.7683,61.92411,25.748151,100,100,271233.8834,EU,Europe
France,FRA,8.5066,8.2641,8.0571,7.8647,7.6542,7.3931,7.0626,6.6564,6.1973,5.7456,5.3480,5.0272,4.7940,4.6396,4.5280,4.4272,4.3197,4.1903,4.0433,3.9021,3.7872,3.7032,3.6456,3.6085,3.5838,3.5617,3.5386,3.5089,3.4749,3.4548,3.4663,3.5124,3.5898,3.6869,3.7735,4.1278,3.4018,46.227638,2.213749,100,98.64760678,2603004.396,EU,Europe
Gabon,GAB,64.5431,63.2312,62.0572,61.1140,60.3805,59.7115,59.1812,58.7095,58.1830,57.7579,57.2848,56.8175,56.2684,55.6557,54.8315,53.8470,52.8263,51.7380,50.6194,49.4146,48.1249,46.9462,45.4180,44.0451,42.9830,41.5617,40.3208,38.9400,37.7029,36.8837,35.7801,34.3069,33.3928,32.2114,31.1459,34.6737,27.4016,-0.803689,11.609444,85.3419306,49.82416677,15593.18127,AF,Africa
Gambia,GMB,93.0624,90.6050,88.2635,85.9408,83.6887,81.5542,79.4596,77.3916,75.3067,73.2133,71.1259,69.0351,67.0321,65.0420,63.1443,61.2796,59.4809,57.6990,55.9596,54.2533,52.6184,51.0537,49.5455,48.1119,46.7775,45.4810,44.2430,43.0595,41.9312,40.8321,39.8032,38.7878,37.7965,36.8204,35.8929,39.8902,31.6745,13.443182,-15.310139,80.94040714,46.87122407,1901.930158,AF,Africa
Georgia,GEO,42.8908,42.1806,41.6877,41.3534,41.1005,40.8707,40.6230,40.3418,39.9783,39.4851,38.8222,37.9121,36.8070,35.4052,33.7902,31.9055,29.8850,27.7097,25.4516,23.2179,21.0050,18.9352,17.0557,15.3572,13.8964,12.6591,11.6347,10.8178,10.1856,9.7123,9.3626,9.1049,8.9043,8.7191,8.5270,9.4933,7.5028,42.315407,43.356892,97.3481397,85.76672943,15891.6889,EU,Europe
Germany,DEU,9.2193,8.7322,8.2756,7.8348,7.4049,6.9826,6.5760,6.1961,5.8490,5.5391,5.2684,5.0341,4.8304,4.6550,4.5064,4.3803,4.2730,4.1765,4.0841,3.9941,3.9012,3.8076,3.7147,3.6251,3.5431,3.4715,3.4122,3.3656,3.3328,3.3111,3.2971,3.2864,3.2729,3.2516,3.2189,3.4867,2.9363,51.165691,10.451526,100,100,3806060.14,EU,Europe
Ghana,GHA,94.8065,92.0798,88.9875,85.7281,82.5501,79.7101,77.4166,75.6206,74.2975,73.2842,72.3569,71.2998,69.9957,68.3113,66.3103,64.1291,61.8867,59.7321,57.8427,56.2365,54.8069,53.4574,52.0566,50.5241,48.8160,46.9973,45.2036,43.4427,41.7519,40.2358,38.7538,37.4116,36.1391,34.9553,33.8934,37.5241,30.0306,7.946527,-1.023194,85.79099665,23.70247451,72354.42886,AF,Africa
Greece,GRC,12.7897,11.9681,11.1395,10.3668,9.6769,9.0875,8.6049,8.2396,7.9682,7.7235,7.4410,7.1169,6.7646,6.3990,6.0186,5.6283,5.2456,4.8911,4.5695,4.2779,4.0097,3.7811,3.6137,3.5106,3.4562,3.4350,3.4553,3.5328,3.6651,3.8001,3.8786,3.8631,3.7445,3.5375,3.3076,3.5694,3.0347,39.074208,21.824312,100,100,189410.1066,EU,Europe
Grenada,GRD,22.5542,21.5064,20.5431,19.6189,18.7394,17.8893,17.0651,16.2892,15.5812,14.9601,14.4244,13.9904,13.6340,13.3538,13.1288,12.9364,12.7825,12.6540,12.5487,12.4847,12.4623,12.4778,12.5510,12.6738,12.8422,13.0342,13.2651,13.5226,13.7649,14.0162,14.2463,14.4737,14.6509,14.7242,14.6811,15.8401,13.456,12.262776,-61.604171,91,91.494,1089.203704,NA,North america
Guatemala,GTM,71.8179,69.1374,66.5743,64.0697,61.6260,59.2917,57.0574,54.9130,52.8690,50.8915,49.0255,47.2344,45.5142,43.8716,42.3057,40.8137,39.3994,38.0234,36.7267,35.4751,34.2451,33.0649,31.8962,30.7472,29.6416,28.5465,27.4861,26.4690,25.4715,24.5502,23.6813,22.8700,22.1028,21.4135,20.7475,23.0269,18.343,15.783471,-90.230759,94.00642827,67.92858108,77604.63217,NA,North america
Guinea,GIN,150.7238,148.1166,145.4585,142.7091,139.7727,136.6093,133.1658,129.6007,125.9383,122.1599,118.3758,114.6318,110.9707,107.2367,103.5706,99.9402,96.3214,92.8670,89.6185,86.6830,84.0411,81.6922,79.6012,77.7480,76.1039,74.6431,73.2981,72.0266,70.8184,69.7844,68.7233,67.4498,66.3124,65.1103,63.8198,69.6785,57.6997,9.945587,-9.696645,63.96178874,29.77614039,15681.05092,AF,Africa
Guinea-Bissau,GNB,143.0927,140.5254,137.9404,135.5134,133.0766,130.7347,128.3545,125.8795,123.3768,120.8295,118.1709,115.5272,112.8502,110.1214,107.3539,104.5660,101.6595,98.6597,95.4381,92.0489,88.7033,85.2829,81.8779,78.5010,75.1867,71.8669,68.8023,65.9928,63.4642,61.1855,59.2259,57.2821,55.5685,53.9703,52.3232,57.6299,46.7451,11.803749,-15.180413,59.01691221,18.2250438,1431.758243,AF,Africa
Guyana,GUY,50.4326,49.8172,49.1037,48.2919,47.3645,46.3852,45.3163,44.2447,43.1616,42.1284,41.1703,40.2750,39.4200,38.5704,37.7274,36.9320,36.1476,35.3835,34.6564,33.9827,33.3539,32.7433,32.1513,31.5613,30.9951,30.4588,29.9001,29.3193,28.7713,28.1014,27.3677,26.6555,25.9458,25.2154,24.4370,27.5837,21.116,4.860416,-58.93018,95.55480685,85.78250661,5471.256595,SA,South america
Haiti,HTI,112.9807,110.3673,107.7575,105.2178,102.7089,100.1989,97.6266,95.0352,92.4527,89.7975,87.0803,84.3792,81.7449,79.1614,76.7039,74.3375,72.1608,70.1586,68.3693,66.7560,65.3069,63.9445,62.6262,61.3744,60.1692,85.4050,57.8092,56.6485,55.4947,54.3485,53.2132,51.9083,50.6761,49.4243,48.2162,52.8509,43.2266,18.971187,-72.285215,66.6953084,37.12173441,13417.99707,NA,North america
Honduras,HND,55.5008,53.2160,51.0152,48.9198,46.9082,44.9860,43.1699,41.4736,39.8622,38.3217,36.8730,35.4789,34.1212,36.1881,31.5344,30.2659,29.0247,27.7923,26.6111,25.4851,24.3977,23.3736,22.4145,21.4956,20.6245,19.8118,19.0563,18.3451,17.6897,17.0859,16.4894,15.9490,15.3961,14.9327,14.4532,16.0121,12.7638,15.199999,-86.241905,95.68922113,83.77658071,23827.84081,NA,North america
Hungary,HUN,19.4480,18.5420,17.4720,16.4806,15.6881,15.1603,14.6655,13.8548,12.6948,11.5774,10.7928,10.2981,9.9325,9.5741,9.1708,8.6853,8.1478,7.6255,7.1498,6.7410,6.3996,6.1024,5.8033,5.4997,5.2353,5.0503,4.9287,4.8276,4.7108,4.5346,4.2746,3.9557,3.6223,3.3104,3.0328,3.2627,2.7944,47.162494,19.503304,100,97.9837035,155012.9276,EU,Europe
Iceland,ISL,6.1026,5.8891,5.7009,5.5241,5.3462,5.1685,4.9850,4.7906,4.5888,4.3812,4.1701,3.9613,3.7549,3.5600,3.3722,3.1958,3.0315,2.8830,2.7472,2.6212,2.5073,2.4024,2.3090,2.2242,2.1444,2.0692,2.0028,1.9371,1.8753,1.8191,1.7622,1.7080,1.6577,1.6042,1.5531,1.6793,1.4172,64.963051,-19.020835,100,98.78054272,21714.67057,EU,Europe
India,IND,100.7878,98.3621,95.8841,93.3965,90.9466,88.6135,86.3839,84.2517,82.1974,80.1330,78.0173,75.8451,73.6162,71.3298,69.0390,66.7457,64.4423,62.1737,59.9710,57.8239,55.7284,53.6521,51.5619,49.4456,47.3049,45.1393,43.0015,40.8930,38.8416,36.8504,34.9424,33.1063,31.3607,29.7326,28.2568,28.3085,28.1864,20.593684,78.96288,90.48952503,71.26847596,2622983.732,AS,Asia
Indonesia,IDN,73.4920,71.1960,68.8818,66.5569,64.1703,61.7645,59.3776,57.0249,54.7484,52.5598,50.4279,48.4025,46.4182,44.5426,42.7359,41.0147,39.3948,37.8346,36.3635,36.1934,33.6439,32.4020,31.2098,30.0826,29.0131,27.9670,26.9586,26.0072,25.0757,24.1729,23.2910,22.4758,21.6798,20.9354,20.2419,22.4795,17.8987,-0.789275,113.921327,92.41534961,86.462642,1058423.838,AS,Asia
Iran,IRN,56.1305,53.3450,50.7155,48.2389,45.8531,43.6854,41.7137,39.9775,38.3964,36.9168,35.4959,34.0741,32.6616,31.2075,29.7305,28.2932,26.8473,25.4860,24.1929,22.9639,21.8151,20.7059,19.6317,18.6139,17.6789,16.8566,16.1185,15.4725,14.8911,14.3371,13.8141,13.3226,12.8529,12.4240,11.9934,12.6015,11.3382,32.427908,53.688046,97.48263633,90.267,191718.2715,AS,Asia
Iraq,IRQ,46.8241,45.6319,44.5493,43.5767,42.6881,41.8856,41.1297,40.4522,39.7792,39.1346,38.5069,37.8726,37.2419,36.5910,35.9396,35.2714,34.6255,34.0186,33.4103,32.8112,32.1755,31.5179,30.8262,30.0794,29.3076,28.5248,27.7284,26.9377,26.1473,25.3899,24.6459,23.9015,23.2049,22.5071,21.8284,23.9488,19.5906,33.223191,43.679291,98.35990325,100,167224.4326,AS,Asia
Ireland,IRL,8.9141,8.6433,8.4482,8.2546,7.9856,7.6294,7.2030,6.7568,6.3894,6.1701,6.0857,6.0809,6.1067,6.1266,6.0997,5.9888,5.7698,5.4498,5.0785,4.7040,4.3659,4.0963,3.8974,3.7505,3.6345,3.5378,3.4589,3.3903,3.3256,3.2586,3.1850,3.1037,3.0121,2.9196,2.8290,3.0603,2.5841,53.41291,-8.24389,97.39970651,91.33736508,418621.8185,EU,Europe
Israel,ISR,12.1685,11.5272,10.9606,10.4872,10.0893,9.6943,9.2360,8.7144,8.1520,7.5886,7.0809,6.6685,6.3357,6.0578,5.8069,5.5779,5.3630,5.1519,4.9326,4.7051,4.4827,4.2786,4.0972,3.9367,3.7944,3.6655,3.5413,3.4257,3.3218,3.2338,3.1599,3.1037,3.0572,3.0142,2.9683,3.1883,2.7376,31.046051,34.851612,100,100,401953.8048,AS,Asia
Italy,ITA,10.5161,9.9381,9.4503,9.0411,8.6934,8.3730,8.0371,7.6650,7.2587,6.8309,6.4005,5.9922,5.6198,5.2853,4.9898,4.7290,4.4933,4.2813,4.0930,3.9299,3.7919,3.6805,3.5937,3.5187,3.4448,3.3683,3.2883,3.2048,3.1195,3.0356,2.9547,2.8812,2.8174,2.7535,2.6845,2.8982,2.4617,41.87194,12.56738,100,100,1886445.268,EU,Europe
Jamaica,JAM,28.9109,28.1525,27.4162,26.6920,25.9712,25.2554,24.5451,23.8300,23.1481,22.4583,21.7768,21.1146,20.4702,19.8529,19.2751,18.7428,18.2588,17.8354,17.4871,17.1965,16.9668,16.7429,16.5148,16.2449,15.8979,15.5390,15.1485,14.7455,14.3206,13.8919,13.4342,13.0650,12.6754,12.2995,11.9259,13.2995,10.4782,18.109581,-77.297508,91.0299445,86.60642453,13812.4218,NA,North america
Japan,JPN,5.4952,5.2179,4.9894,4.8112,4.6782,4.5814,4.5074,4.4349,4.3523,4.2449,4.1084,3.9480,3.7758,3.6013,3.4335,3.2784,3.1406,3.0222,2.9236,2.8365,2.7547,2.6742,2.5925,2.5098,2.4281,2.3487,2.2970,2.2023,2.1342,2.0700,2.0094,1.9515,1.8980,1.8474,1.7973,1.8792,1.7108,36.204824,138.252924,100,100,5064872.876,AS,Asia
Jordan,JOR,35.1911,33.8625,32.6396,31.4983,30.4549,29.5200,28.6526,27.8315,27.0540,26.3316,25.6554,25.0123,24.3872,23.7739,23.1818,22.6001,22.0275,21.4584,20.8957,20.3500,19.8088,19.2830,18.7584,18.2494,17.7513,17.2858,16.8297,16.3807,15.9555,15.5325,15.1202,14.6910,14.2482,13.8215,13.4087,14.5793,12.1657,30.585164,36.238414,98.94030296,97.08435633,43697.65928,AS,Asia
Kazakhstan,KAZ,49.9519,48.3949,46.9412,45.6584,44.6480,44.0584,43.9144,44.1489,44.5703,44.9179,44.8015,43.9515,42.3825,40.4971,38.5089,36.4275,34.4264,32.4960,30.7035,28.9954,27.3052,25.5657,23.7641,21.9098,20.0483,18.1965,16.3635,14.6118,13.0156,11.6328,10.5372,9.7732,9.3335,9.1950,9.3024,10.4638,8.0807,48.019573,66.923684,95.43497032,97.8671202,169835.4264,EU,Europe
Kenya,KEN,62.9049,62.4082,62.3671,62.8204,63.6732,64.8370,66.0767,67.2121,67.8654,68.0175,67.5919,66.5339,65.1370,63.5135,61.7349,59.7470,57.6424,55.3768,53.0784,50.7373,48.0973,45.7789,43.7765,41.4143,40.3427,39.4407,38.5619,38.2376,37.4717,36.5324,35.3249,34.4508,33.8954,32.8210,31.8651,34.915,28.5003,-0.023559,37.906193,61.63289158,32.69894486,98842.93965,AF,Africa
Kiribati,KIR,80.9694,79.0366,76.8484,74.3192,71.6472,69.0654,66.7159,64.7463,62.9921,61.5099,60.1643,58.8372,57.5366,56.2272,54.8403,53.5052,52.2948,51.2846,50.5874,50.2645,50.1866,50.2453,50.3448,50.2842,49.9240,49.3070,48.5112,47.5818,46.6525,45.5824,44.5789,43.4635,42.3274,41.2545,40.1129,44.1458,35.9201,-3.370417,-168.734039,77.97092085,45.57596312,199.573326,OC,Oceania
Kuwait,KWT,19.5327,18.3823,17.4878,16.6946,15.8622,15.0218,14.8461,13.5983,13.0760,12.6624,12.3131,11.9608,11.5824,11.2151,10.8948,10.6337,10.4268,10.2650,10.1150,9.9582,9.7981,9.6567,9.5349,9.3891,9.1806,8.9071,8.5904,8.2519,7.9341,7.6706,7.4554,7.2709,7.1024,6.9359,6.7671,7.3597,6.1393,29.31166,47.481766,100,100,136196.7602,AS,Asia
Kyrgyzstan,KGZ,64.7392,61.7532,58.9695,56.6770,54.9866,54.0135,53.8197,54.0010,53.9519,53.3376,52.1347,50.3851,48.3858,46.3035,44.3546,42.4066,40.5645,38.8012,37.1548,35.5799,34.1030,32.6932,31.2457,29.6045,27.8199,26.0734,24.5066,23.1669,21.9656,20.8909,19.8893,18.9175,17.9786,17.1206,16.3619,18.192,14.463,41.20438,74.766098,91.69930522,97.89104384,7735.976613,AS,Asia
Laos,LAO,120.8521,117.7868,114.7380,111.6879,108.5454,105.3805,102.1410,98.9627,95.7911,92.7156,89.7202,86.8241,84.0230,81.3286,78.6659,76.0426,73.4533,70.8352,68.2514,65.7153,63.1953,60.7179,58.3298,55.9922,53.7476,51.5858,49.5175,47.5202,45.6011,43.7551,41.9876,40.3991,38.9140,37.5734,36.3611,40.4249,32.0676,19.85627,102.495496,85.21974318,79.48,19136.19485,AS,Asia
Latvia,LVA,13.2481,12.4441,11.8445,11.6923,12.2054,13.2131,14.3165,15.1485,15.6510,15.8373,15.6798,15.1618,14.3412,13.3718,12.3955,11.5080,10.7926,10.2328,9.7236,9.1768,8.6260,8.1292,7.7120,7.3352,6.9521,6.5397,6.0841,5.5903,5.0911,4.6292,4.2160,3.8554,3.5517,3.2994,3.0910,3.3146,2.8544,56.879635,24.603189,98.78260115,92.42436928,33505.18523,EU,Europe
Lebanon,LBN,32.9422,31.6273,30.3149,29.0627,27.8229,26.6114,25.4825,24.4119,23.3628,22.3846,21.4355,20.5179,19.6188,18.7337,17.8303,16.9042,15.9479,15.0091,14.0244,13.0786,12.1309,11.2425,10.4707,9.7974,9.2583,8.7960,8.3960,8.0446,7.7017,7.4087,7.0834,6.8154,6.5814,6.3698,6.1647,6.3715,5.9048,33.854721,35.862285,92.6,100,33383.24686,AS,Asia
Lesotho,LSO,76.7901,74.2745,72.1575,70.4631,69.1578,68.3218,67.9528,68.1145,68.6436,69.4915,70.3517,70.9085,72.0250,72.9818,74.0891,75.3179,76.3600,76.5187,76.7694,76.8112,76.8981,77.5146,76.2333,78.3898,75.5345,73.6753,71.7255,72.1891,72.1459,71.5674,71.8772,72.3128,71.6662,69.0944,68.0770,74.6165,61.1046,-29.609988,28.233608,72.17603927,50.31807569,1844.510138,AF,Africa
